,clust,Balance,Qual_miles,cc1_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Award
1105,2,88929,0,4,44932,20,650,2,5694,1
1106,3,129866,0,5,66150,30,0,0,5692,0
1107,1,22585,0,1,3430,3,0,0,5689,0
1108,8,47394,0,2,31347,19,2150,5,5688,1
1109,1,73640,0,2,10192,14,0,0,5156,0
1110,3,247743,0,4,51296,20,500,1,5087,0
1111,2,295008,0,5,136704,27,0,0,5028,1
1112,3,117543,4116,4,32355,21,600,2,4954,0
1113,3,102803,0,5,90605,20,0,0,5701,0
1114,1,89945,0,2,14218,16,350,1,5680,0
1115,8,739476,0,1,24215,8,322,1,5678,1
1116,3,69337,0,3,17740,13,0,0,5667,0
1117,3,140866,0,3,15906,17,0,0,5672,0
1118,1,25634,2505,1,0,0,0,0,5663,0
1119,3,82078,0,4,40279,9,0,0,5664,0
1120,1,33327,0,1,1000,1,0,0,5664,0
1121,3,95783,0,3,14506,13,0,0,5659,0
1122,1,27591,0,1,8209,34,1800,16,5659,0
1123,2,82114,0,5,58335,15,0,0,5658,1
1124,2,15917,2586,5,105449,25,200,2,5653,1
1125,3,140511,0,4,32105,16,0,0,5651,0
1126,8,375927,0,2,18202,30,1100,3,5652,1
1127,1,28223,0,2,8625,12,0,0,5651,0
1128,3,33129,0,3,30775,14,500,1,5647,0
1129,1,1625,0,1,1375,4,0,0,1547,0
1130,2,52819,0,4,37535,15,1000,2,5645,1
1131,8,3507,1745,1,14500,7,0,0,5643,1
1132,1,14769,0,1,500,1,0,0,5639,0
1133,1,37215,0,2,8199,8,0,0,5637,0
1134,2,115655,0,4,64968,21,500,1,5631,1
1135,2,179251,0,3,14775,16,200,2,5629,1
1136,8,24418,0,2,12533,13,0,0,5626,1
1137,1,34562,0,1,1770,9,250,3,5622,0
1138,2,144570,0,4,49052,15,0,0,5617,1
1139,1,24813,0,1,4066,10,0,0,5225,0
1140,2,48803,0,5,72129,14,0,0,5107,1
1141,2,22116,0,3,20809,14,0,0,5463,1
1142,1,8516,0,1,0,0,0,0,5566,0
1143,3,36079,0,3,22506,22,150,1,5323,0
1144,8,16872,0,1,28964,7,0,0,5479,1
1145,8,62895,0,1,8500,4,0,0,5520,1
1146,8,7383,0,1,7225,11,2750,7,5238,1
1147,8,2261,0,1,15062,2,0,0,5556,1
1148,8,66950,0,1,17303,20,2000,8,5464,1
1149,1,84856,0,1,6894,13,0,0,5547,0
1150,8,71128,2919,1,17950,17,4450,11,5162,1
1151,1,39654,0,1,1625,6,0,0,5518,0
1152,1,25214,0,1,1000,1,0,0,5598,0
1153,3,48775,0,3,17494,15,0,0,5588,0
1154,2,81952,0,5,64754,22,0,0,5427,1
1155,2,46535,0,3,25891,14,150,1,5399,1
1156,1,23130,0,1,5032,10,0,0,5500,0
1157,3,100443,0,3,12744,21,0,0,5492,0
1158,3,139664,0,5,63706,14,0,0,5505,0
1159,1,31769,0,1,0,0,0,0,5464,0
1160,2,60170,0,3,17235,14,0,0,5351,1
1161,1,33373,0,1,0,0,0,0,5427,0
1162,3,59385,0,3,22914,11,0,0,5476,0
1163,3,210040,0,5,77333,39,0,0,5517,0
1164,8,23379,0,2,11712,25,0,0,5499,1
1165,3,22372,0,3,14766,12,0,0,4950,0
1166,1,23120,0,1,4231,7,0,0,5615,0
1167,1,46157,0,1,1625,3,500,1,5609,0
1168,2,94896,0,4,38127,15,500,1,5602,1
1169,2,12091,0,4,29271,15,0,0,5609,1
1170,8,56451,0,2,9302,11,0,0,5597,1
1171,2,106309,0,3,21873,22,1200,4,5594,1
1172,3,121853,0,3,18120,18,2000,4,5589,0
1173,2,4137,0,3,15891,19,0,0,5588,1
1174,2,21676,0,3,15392,15,100,1,5584,1
1175,3,36644,0,3,14506,13,0,0,5583,0
1176,3,77102,0,3,13175,20,1850,6,5581,0
1177,7,32214,11148,3,12717,10,0,0,5576,1
1178,3,42351,0,4,28959,14,0,0,5594,0
1179,1,34450,0,1,26996,7,0,0,5566,0
1180,1,4151,0,1,375,3,0,0,5570,0
1181,2,60646,888,5,57011,18,50,1,5559,1
1182,8,44331,0,1,2850,3,350,1,5555,1
1183,3,76742,0,3,17910,13,0,0,5547,0
1184,1,27993,0,1,6000,3,0,0,5542,0
1185,3,67770,0,3,23960,15,0,0,5539,0
1186,2,30554,0,4,38243,25,0,0,5324,1
1187,8,123646,0,1,12450,30,2450,29,5069,1
1188,8,837979,0,1,18372,15,1450,4,5373,1
1189,1,6584,0,1,0,0,0,0,5118,0
1190,1,17489,0,1,5565,4,0,0,5380,0
1191,1,28941,0,1,2935,6,0,0,4692,0
1192,1,19085,0,1,827,11,0,0,5244,0
1193,2,56480,0,4,35841,31,500,1,5401,1
1194,1,8320,0,1,0,0,0,0,5164,0
1195,1,13640,0,1,1500,5,0,0,4923,0
1196,8,14739,0,1,1800,4,800,3,5332,1
1197,1,30594,0,1,3250,12,0,0,5017,0
1198,1,11162,0,1,0,0,0,0,4950,0
1199,1,15964,0,1,0,0,0,0,5325,0
1200,8,5583,0,1,3147,14,0,0,5365,1
1201,1,38822,0,1,2000,9,0,0,5304,0
1202,1,2305,0,1,0,0,0,0,5105,0
1203,1,39372,0,1,4296,10,0,0,5190,0
1204,8,25125,0,1,1875,8,0,0,5147,1
1205,1,10288,0,1,1250,3,0,0,5532,0
1206,8,135149,0,1,15300,19,3800,17,5267,1
1207,8,4916,0,1,900,3,800,2,5107,1
1208,3,163976,0,4,39098,18,2594,4,4922,0
1209,1,207021,0,1,3600,4,100,1,5412,0
1210,3,104442,0,4,38180,23,1450,5,5029,0
1211,3,131992,0,3,12504,16,0,0,5372,0
1212,1,2278,0,1,0,0,0,0,5175,0
1213,2,34086,0,3,19669,18,1500,3,5344,1
1214,1,8740,0,1,1250,3,0,0,5395,0
1215,3,241918,0,4,40945,13,0,0,5379,0
1216,2,26748,0,3,11981,14,0,0,5408,1
1217,1,65969,0,1,2550,5,1050,3,5419,0
1218,1,10009,0,1,0,0,0,0,5353,0
1219,8,378759,0,1,28904,9,2303,4,5408,1
1220,10,40965,10098,1,9850,11,1850,6,5429,1
1221,2,57509,0,4,52449,19,150,1,5441,1
1222,8,71503,0,1,7819,17,0,0,5080,1
1223,3,110247,0,3,13690,16,0,0,5272,0
1224,2,83572,745,5,101110,27,1700,5,5231,1
1225,1,106234,5124,2,11160,26,0,0,5238,0
1226,2,28205,0,5,101685,16,0,0,5267,1
1227,2,7239,0,3,15835,15,0,0,5343,1
1228,1,63638,0,1,0,0,0,0,5155,0
1229,1,31967,0,1,1600,4,350,2,5101,0
1230,1,97752,0,1,3676,10,0,0,5309,0
1231,1,8327,0,1,0,0,0,0,5268,0
1232,8,10179,0,2,5321,15,0,0,4989,1
1233,1,23786,0,1,16950,4,0,0,5364,0
1234,1,33020,0,1,6155,25,1500,3,5322,0
1235,1,35316,0,1,1250,4,500,1,5330,0
1236,1,146086,0,1,6950,17,6950,17,5345,0
1237,1,15352,0,1,1350,4,0,0,5359,0
1238,1,13522,0,1,5000,1,0,0,5162,0
1239,1,13949,0,1,0,0,0,0,5374,0
1240,8,99405,0,1,14150,11,2150,9,5400,1
1241,3,50016,0,3,13495,14,0,0,4548,0
1242,1,23696,0,2,5577,10,0,0,5531,0
1243,1,55384,967,1,0,0,0,0,5309,0
1244,3,166465,0,4,98717,30,0,0,5531,0
1245,2,95207,0,3,30652,30,2348,8,5531,1
1246,1,80431,0,1,2150,2,150,1,5531,0
1247,2,49288,0,3,12538,19,600,2,5353,1
1248,1,81291,0,2,10522,14,1430,1,5154,0
1249,8,48877,0,2,11761,35,371,2,5371,1
1250,2,164884,0,4,35226,18,1734,2,5283,1
1251,1,29707,0,1,300,3,0,0,5275,0
1252,8,26325,0,2,14559,20,1310,2,5521,1
1253,3,28553,0,3,13844,5,0,0,5517,0
1254,3,152421,0,3,17045,20,500,1,5510,0
1255,8,17699,0,1,0,0,0,0,5505,1
1256,8,70565,2408,1,25261,15,750,2,5499,1
1257,1,15450,0,1,50,1,50,1,5499,0
1258,2,71736,0,5,53602,25,50,1,5485,1
1259,3,37926,0,3,25153,7,0,0,5845,0
1260,3,58628,0,3,22581,13,0,0,5471,0
1261,8,31007,0,1,5700,6,1200,4,5465,1
1262,8,11494,0,1,8425,15,4700,11,5487,1
1263,1,27469,0,1,1,3,0,0,5461,0
1264,1,44760,0,1,3105,6,100,2,5455,0
1265,8,7210,0,1,2402,13,0,0,5449,1
1266,2,92402,0,4,40825,14,0,0,5443,1
1267,8,22831,0,1,4500,15,0,0,5442,1
1268,2,59113,0,4,46808,32,0,0,5435,1
1269,2,24608,0,5,62774,21,0,0,5430,1
1270,1,16103,0,1,10819,13,0,0,5427,0
1271,8,51261,0,1,2000,4,2000,4,4904,1
1272,1,24698,0,1,1329,5,500,1,4267,0
1273,2,88177,0,5,53468,19,400,1,5080,1
1274,1,74453,0,1,5500,3,0,0,5181,0
1275,1,39601,0,1,4066,12,0,0,5434,0
1276,1,1227,0,1,0,0,0,0,5786,0
1277,8,138254,0,1,24100,9,0,0,5420,1
1278,8,18046,0,1,162,4,0,0,5416,1
1279,1,108395,0,2,8598,8,0,0,5416,0
1280,1,21839,0,1,1375,4,0,0,5411,0
1281,2,11542,0,4,49100,16,1500,3,5405,1
1282,2,41648,0,4,32117,35,2200,5,5408,1
1283,2,39908,0,4,45824,29,0,0,5394,1
1284,1,14889,0,1,1500,2,0,0,5393,0
1285,2,103796,0,5,63335,26,250,1,5021,1
1286,1,69323,0,1,5140,2,0,0,4786,0
1287,1,21599,0,2,5561,13,0,0,5302,0
1288,2,60936,0,5,56381,17,0,0,5051,1
1289,8,148053,0,1,10250,2,250,1,5301,1
1290,1,10702,0,1,200,2,200,2,5272,0
1291,8,249,0,1,1000,1,0,0,5204,1
1292,8,36290,0,1,8600,13,2600,9,5111,1
1293,3,157416,0,5,67795,16,0,0,5132,0
1294,8,1511,0,1,2250,11,0,0,5051,1
1295,3,184701,0,4,45629,13,500,1,4989,0
1296,1,139298,0,1,0,0,0,0,4965,0
1297,1,82380,0,1,2601,13,0,0,5071,0
1298,8,115591,867,1,9500,20,2500,16,4967,1
1299,1,107333,0,1,4374,5,1874,4,5063,0
1300,3,737514,0,3,43993,40,2150,7,5030,0
1301,1,23023,0,1,0,0,0,0,5087,0
1302,8,43403,1846,1,3350,12,3350,12,3930,1
1303,1,15719,0,2,5740,13,0,0,4974,0
1304,1,128676,0,1,8500,3,0,0,5164,0
1305,8,8836,0,1,4788,6,808,3,4544,1
1306,2,94875,0,5,58314,25,800,7,4736,1
1307,1,27243,0,2,6785,12,0,0,4606,0
1308,1,64969,0,1,1135,13,0,0,4996,0
1309,1,6112,0,1,0,0,0,0,5072,0
1310,3,71784,0,4,39276,20,0,0,4936,0
1311,1,31484,0,1,3125,11,0,0,4117,0
1312,1,17995,0,1,0,0,0,0,4994,0
1313,2,40994,0,4,26916,15,500,1,5078,1
1314,2,286101,1000,5,72965,31,3000,11,4666,1
1315,3,205219,0,4,30347,19,0,0,4792,0
1316,8,74777,0,2,20630,8,0,0,5384,1
1317,3,218191,0,3,24630,17,0,0,5240,0
1318,1,22132,0,1,0,0,0,0,5150,0
1319,8,83508,1514,1,11268,13,2176,2,5069,1
1320,3,88122,0,3,19408,13,0,0,5174,0
1321,2,152284,0,5,77045,38,1648,10,4996,1
1322,8,4146,0,1,3750,9,0,0,5210,1
1323,1,25272,0,1,0,0,0,0,5189,0
1324,1,21855,0,1,200,3,0,0,5383,0
1325,2,63454,0,4,49068,13,0,0,5383,1
1326,8,24292,0,2,6558,10,0,0,5276,1
1327,2,60168,0,4,44133,16,0,0,4313,1
1328,8,9554,0,1,2710,3,0,0,5064,1
1329,8,30130,0,2,9192,15,0,0,4993,1
1330,1,12665,0,1,4125,24,0,0,4539,0
1331,1,9860,0,1,99,1,99,1,5055,0
1332,1,10069,0,1,200,1,0,0,4933,0
1333,1,2224,0,1,0,0,0,0,5098,0
1334,1,40576,0,1,0,0,0,0,5118,0
1335,1,5667,0,1,5667,4,0,0,4937,0
1336,1,59791,0,1,3254,7,0,0,4602,0
1337,7,128664,8019,4,44298,16,50,1,5155,1
1338,1,126947,0,1,2350,2,350,1,5167,0
1339,3,189235,0,3,20487,20,0,0,5282,0
1340,1,38604,0,1,625,5,0,0,5184,0
1341,3,73008,0,3,12930,18,0,0,5050,0
1342,1,62942,500,1,4752,8,2121,6,5070,0
1343,1,33057,763,1,5190,5,0,0,4828,0
1344,2,42572,0,3,21809,14,100,1,5070,1
1345,1,38671,0,1,2200,9,1000,5,5192,0
1346,1,5320,0,1,2275,9,0,0,5084,0
1347,8,228529,0,2,24687,14,500,1,4924,1
1348,8,46272,0,1,5720,10,800,3,5092,1
1349,3,113758,0,3,12616,14,0,0,5199,0
1350,1,105458,0,1,750,4,700,2,4924,0
1351,2,39946,0,3,16951,14,0,0,5282,1
1352,2,92859,0,4,33378,15,0,0,5185,1
1353,2,25158,0,5,52278,17,0,0,5079,1
1354,8,82270,0,2,24612,6,0,0,5270,1
1355,1,97155,0,2,10004,3,0,0,5244,0
1356,1,153197,0,2,14712,17,100,1,5189,0
1357,8,55864,0,1,3691,6,500,1,5251,1
1358,2,23890,0,4,35574,19,0,0,5031,1
1359,1,46545,1000,1,0,0,0,0,5066,0
1360,1,7354,0,1,0,0,0,0,5050,0
1361,1,45031,0,1,1000,1,0,0,5227,0
1362,2,16125,0,3,23288,17,0,0,5210,1
1363,1,200,0,1,200,1,200,1,5254,0
1364,2,195754,0,5,98535,40,2550,9,5202,1
1365,1,54189,0,2,8940,17,0,0,4791,0
1366,1,15439,0,1,490,3,0,0,5147,0
1367,1,56308,0,1,2500,3,1000,2,4688,0
1368,1,1000,0,1,0,0,0,0,4769,0
1369,1,45412,0,1,1100,3,1100,3,5163,0
1370,2,21582,0,3,10811,15,0,0,4695,1
1371,1,16866,0,1,0,0,0,0,5072,0
1372,2,86011,0,4,31769,18,0,0,5381,1
1373,1,31786,0,1,2661,10,0,0,5380,0
1374,8,16994,0,1,1550,3,1050,2,5379,1
1375,1,5824,0,1,0,0,0,0,5401,0
1376,1,17587,0,1,17587,7,0,0,5367,0
1377,1,1000,0,1,0,0,0,0,5367,0
1378,2,91670,0,4,48193,17,1000,2,5365,1
1379,2,92800,0,5,62042,23,350,1,5358,1
1380,3,31134,0,3,20108,17,0,0,5352,0
1381,1,57002,0,1,2570,13,0,0,5350,0
1382,3,66516,0,4,45406,16,200,1,5311,0
1383,8,18154,0,1,7748,16,0,0,5310,1
1384,2,320997,2556,5,82255,24,0,0,5345,1
1385,2,14345,0,4,50752,16,0,0,5487,1
1386,8,43603,0,1,17100,4,100,1,5335,1
1387,1,1836,0,1,850,4,350,3,5329,0
1388,8,156041,0,2,5644,13,0,0,5324,1
1389,1,49145,0,1,12755,22,2450,7,5323,0
1390,1,11648,0,1,475,4,0,0,5318,0
1391,1,14525,0,1,4625,28,0,0,5317,0
1392,1,10689,0,1,2750,15,0,0,5315,0
1393,1,37552,0,1,100,1,0,0,5340,0
1394,3,210350,0,5,56754,14,0,0,5302,0
1395,2,26156,0,3,23831,16,0,0,5297,1
1396,1,32061,0,1,1100,6,0,0,5295,0
1397,3,355145,0,5,61926,29,806,8,5288,0
1398,1,6000,0,1,0,0,0,0,5286,0
1399,3,30892,0,3,11474,11,0,0,5283,0
1400,3,29263,0,3,15184,13,0,0,5279,0
1401,3,221432,0,4,31975,21,0,0,5275,0
1402,1,43761,0,1,5398,16,0,0,5268,0
1403,1,21393,0,1,5040,2,0,0,5262,0
1404,8,108950,0,1,3300,9,3300,9,5259,1
1405,2,25089,0,4,40763,19,550,2,5259,1
1406,2,77709,0,4,36028,19,100,2,5253,1
1407,2,22533,1000,4,22206,17,100,1,5248,1
1408,3,25302,0,3,11312,13,0,0,5245,0
1409,1,11908,0,1,0,0,0,0,5240,0
1410,1,176982,0,1,2299,9,0,0,5234,0
1411,2,8723,0,5,77923,15,0,0,5231,1
1412,1,9071,0,1,1647,9,0,0,5225,0
1413,3,144848,0,4,37056,15,0,0,5219,0
1414,2,130364,0,5,62083,15,250,1,5213,1
1415,7,15592,4924,4,37173,13,0,0,5209,1
1416,1,25404,0,1,2125,7,500,1,5203,0
1417,8,34584,0,1,6962,21,1500,7,5202,1
1418,2,32313,0,4,29188,27,0,0,5397,1
1419,3,168897,0,4,37451,24,400,2,5189,0
1420,2,68891,1697,4,37257,14,500,1,5178,1
1421,1,18068,0,1,0,0,0,0,5174,0
1422,3,137134,0,5,92740,20,0,0,5170,0
1423,8,26561,0,1,100,1,0,0,4926,1
1424,1,22093,0,3,14857,11,200,1,2587,0
1425,2,58538,1739,4,48670,19,500,2,4352,1
1426,1,29667,0,1,5304,19,0,0,4841,0
1427,3,88093,0,3,15518,13,343,1,4660,0
1428,8,472241,500,1,3600,12,3500,11,5045,1
1429,2,62569,0,4,33765,19,50,1,4888,1
1430,2,20982,0,4,44238,18,0,0,4716,1
1431,1,44665,0,1,333,2,333,2,3601,0
1432,1,22639,0,1,1840,4,0,0,5168,0
1433,8,120152,0,1,6250,27,3750,26,4497,1
1434,1,51402,0,1,4375,14,0,0,4978,0
1435,8,32749,0,1,450,3,450,3,5050,1
1436,2,170309,0,5,66546,20,4130,4,5009,1
1437,1,18924,0,1,4000,18,0,0,5168,0
1438,2,61919,0,4,39163,14,350,1,5157,1
1439,1,193547,0,1,3544,12,0,0,5153,0
1440,8,57927,0,1,1500,3,1500,3,5149,1
1441,3,161321,0,5,59645,21,0,0,5147,0
1442,1,66936,2370,1,3450,5,950,4,5147,0
1443,8,72178,0,1,2100,10,0,0,5139,1
1444,1,33964,0,1,300,3,0,0,5128,0
1445,3,94272,0,3,11098,16,0,0,5121,0
1446,8,53360,0,1,7251,5,6251,4,5120,1
1447,1,3578,0,1,0,0,0,0,5114,0
1448,1,29342,0,2,5835,4,0,0,5153,0
1449,2,28228,0,3,12948,13,300,1,5108,1
1450,3,118601,0,5,51240,19,0,0,5105,0
1451,8,24660,0,2,7206,14,0,0,5136,1
1452,2,147822,0,4,42469,18,0,0,5107,1
1453,3,190208,0,4,37122,38,1800,6,5091,0
1454,1,2625,0,1,125,1,0,0,5087,0
1455,2,49438,0,4,33912,14,0,0,5085,1
1456,3,24930,0,3,13060,9,0,0,5084,0
1457,1,89835,0,2,9058,11,0,0,5080,0
1458,1,46734,0,2,10007,18,0,0,5080,0
1459,8,315273,0,1,12584,9,4084,4,5079,1
1460,1,50,0,1,50,1,50,1,5073,0
1461,3,97416,0,5,63679,29,0,0,5093,0
1462,2,127768,0,5,65264,21,250,1,5064,1
1463,3,139882,0,4,47089,15,0,0,4859,0
1464,1,10740,0,1,0,0,0,0,4926,0
1465,1,57330,0,1,380,3,0,0,4986,0
1466,1,33560,0,1,2600,14,0,0,4604,0
1467,8,53210,0,1,11422,10,0,0,4993,1
1468,1,9795,0,1,0,0,0,0,4960,0
1469,8,16984,0,2,10334,15,0,0,4884,1
1470,2,46349,0,4,33923,20,1100,2,4856,1
1471,3,118079,0,4,43298,16,500,1,4867,0
1472,1,29632,0,1,0,0,0,0,4898,0
1473,3,164307,0,3,21704,14,0,0,4023,0
1474,1,13490,0,1,0,0,0,0,4870,0
1475,1,36296,0,1,5780,6,0,0,4600,0
1476,10,190429,6168,1,27500,11,1500,3,4974,1
1477,3,120447,0,5,53804,15,350,1,4840,0
1478,8,35094,0,1,4000,11,0,0,4944,1
1479,2,208804,0,5,56204,31,500,1,4429,1
1480,1,30662,0,1,0,0,0,0,4996,0
1481,3,157452,0,4,45312,18,0,0,4471,0
1482,1,24266,0,1,2375,12,0,0,4111,0
1483,2,49991,0,4,44146,27,2510,4,4803,1
1484,1,42275,925,1,4100,6,1600,5,4712,0
1485,1,59162,0,1,2520,7,0,0,4726,0
1486,2,109625,0,5,63372,19,500,1,5056,1
1487,1,30486,0,1,0,0,0,0,5051,0
1488,2,240904,2288,4,63385,22,350,1,5045,1
1489,8,266776,0,1,8370,30,6520,28,5042,1
1490,1,20818,0,1,15214,4,0,0,5036,0
1491,1,106509,0,1,1113,7,0,0,5036,0
1492,8,65982,0,1,1750,4,750,3,5030,1
1493,8,9002,0,1,1586,9,0,0,4933,1
1494,2,16088,0,3,17872,15,0,0,4563,1
1495,1,10079,0,1,569,8,0,0,4651,0
1496,2,48863,0,5,71013,18,1050,3,4925,1
1497,8,137402,0,1,950,6,200,3,4685,1
1498,8,71076,1000,1,10000,1,0,0,4820,1
1499,1,20630,0,1,2045,4,0,0,4643,0
1500,8,119180,1467,1,9275,20,1300,6,4657,1
1501,2,54116,1846,3,34997,14,0,0,4848,1
1502,1,36665,0,1,1625,6,0,0,4747,0
1503,2,507371,0,4,51765,18,450,1,4770,1
1504,1,48721,0,1,18781,12,300,3,4672,0
1505,2,391222,0,3,27471,20,1600,7,4905,1
1506,1,88668,0,2,9889,15,100,1,4903,0
1507,1,46074,0,1,2193,11,0,0,4419,0
1508,1,1923,0,1,1170,2,0,0,4615,0
1509,1,46030,0,1,4375,27,0,0,4566,0
1510,1,31236,0,1,2250,13,0,0,4523,0
1511,1,18351,0,1,0,0,0,0,4744,0
1512,8,4779,0,1,600,2,0,0,4926,1
1513,8,124775,1704,1,11564,8,700,2,4847,1
1514,3,66923,0,3,17139,12,0,0,4875,0
1515,1,24008,0,1,540,3,0,0,4901,0
1516,8,118415,2329,1,4475,10,100,1,4545,1
1517,8,2793,0,1,8000,3,0,0,4588,1
1518,8,70464,0,1,4000,4,1000,2,4889,1
1519,2,71930,0,4,32774,13,500,1,4300,1
1520,8,126484,0,1,5942,13,3192,11,4758,1
1521,2,39503,0,3,16671,18,2339,2,4884,1
1522,1,7291,0,1,0,0,0,0,4104,0
1523,2,4838,0,3,23592,16,500,1,5024,1
1524,2,73811,0,3,25394,14,1000,2,5021,1
1525,2,156219,0,5,55874,24,0,0,5015,1
1526,2,114376,0,4,33949,15,0,0,5009,1
1527,1,23965,0,1,7308,16,550,3,5003,0
1528,1,45766,0,1,4550,11,1300,7,5002,0
1529,8,57857,1099,1,62650,37,12400,29,4996,1
1530,8,19998,0,1,4309,13,0,0,4995,1
1531,1,29506,0,1,4826,16,500,2,4993,0
1532,1,6020,1505,1,0,0,0,0,4986,0
1533,2,27989,0,3,25369,16,2729,2,4981,1
1534,2,21933,0,4,27166,15,550,1,4974,1
1535,1,58758,0,1,6500,38,0,0,4974,0
1536,2,86069,0,4,35282,21,0,0,4972,1
1537,1,8350,0,1,2125,10,0,0,4967,0
1538,2,26862,0,3,15510,15,0,0,4965,1
1539,2,133853,0,5,68136,14,0,0,4960,1
1540,1,72623,0,1,0,0,0,0,4957,0
1541,1,36887,0,1,9048,11,0,0,4951,0
1542,2,49737,0,5,60922,22,550,2,4946,1
1543,1,53869,0,1,6750,26,0,0,4940,0
1544,1,5264,0,1,0,0,0,0,4496,0
1545,10,132132,6920,3,20443,18,1310,4,3916,1
1546,3,319241,0,5,71867,36,0,0,4692,0
1547,2,333346,2139,4,52013,31,4309,12,4469,1
1548,1,22459,0,1,104,2,0,0,4215,0
1549,1,65021,0,2,10369,12,0,0,3547,0
1550,3,44205,0,4,28340,13,0,0,3676,0
1551,1,18433,0,1,3174,9,0,0,3930,0
1552,1,6341,0,1,3658,12,0,0,3706,0
1553,1,3641,0,1,1164,3,0,0,3603,0
1554,1,39207,0,1,965,3,0,0,3757,0
1555,1,63362,0,3,16331,15,350,1,3544,0
1556,8,220267,0,1,8500,4,0,0,4716,1
1557,2,329,0,3,23492,14,0,0,4868,1
1558,1,22424,0,1,648,2,0,0,3951,0
1559,3,36805,0,3,13018,16,0,0,3799,0
1560,1,63437,0,2,7160,15,0,0,4595,0
1561,1,8962,4481,1,0,0,0,0,4198,0
1562,1,7922,0,1,0,0,0,0,4491,0
1563,1,113731,0,1,1700,5,700,4,4482,0
1564,1,12612,0,1,0,0,0,0,4170,0
1565,8,45916,0,1,675,6,500,2,2818,1
1566,3,51324,0,3,20533,14,0,0,4408,0
1567,8,412,0,1,13000,1,0,0,4761,1
1568,8,8103,0,1,2750,15,0,0,4776,1
1569,2,91237,0,5,78864,26,0,0,4321,1
1570,1,17388,0,1,0,0,0,0,4232,0
1571,1,52046,0,1,1058,8,683,7,3456,0
1572,3,50015,0,3,20839,16,50,1,4497,0
1573,2,45340,0,3,14063,16,500,1,4660,1
1574,1,200963,0,1,6164,4,150,1,4782,0
1575,1,85884,0,2,7742,9,0,0,4692,0
1576,8,4236,0,1,3000,7,0,0,4148,1
1577,8,55843,0,1,6000,3,0,0,4341,1
1578,1,43000,0,1,1273,4,173,1,4646,0
1579,8,5573,0,1,1958,17,0,0,3714,1
1580,1,2080,0,1,0,0,0,0,4635,0
1581,1,43686,0,1,4039,12,0,0,4328,0
1582,1,11001,0,1,255,5,0,0,4315,0
1583,2,10146,0,3,26633,12,0,0,4509,1
1584,2,35062,0,3,16237,26,0,0,4152,1
1585,8,11866,0,2,6139,9,0,0,4667,1
1586,1,41048,0,1,1195,3,0,0,4856,0
1587,8,25004,0,1,1113,3,0,0,4860,1
1588,8,194074,1448,1,12500,6,0,0,4701,1
1589,3,65952,0,4,34770,14,0,0,4827,0
1590,1,265532,0,1,4652,13,0,0,4849,0
1591,1,61286,0,1,1500,5,0,0,4755,0
1592,3,118177,0,3,20910,18,402,1,4811,0
1593,8,183370,0,1,30988,14,12988,9,4848,1
1594,1,98608,0,1,969,12,0,0,4663,0
1595,1,22529,0,1,5115,20,3400,16,4865,0
1596,8,2502,0,1,15500,4,500,1,4761,1
1597,2,123430,0,4,49987,17,0,0,4798,1
1598,1,36219,0,1,4044,10,0,0,4595,0
1599,8,61405,250,2,32316,20,1350,8,4828,1
1600,8,3789,0,1,181,3,0,0,4756,1
1601,1,16065,0,1,0,0,0,0,4456,0
1602,2,404142,0,5,75509,13,0,0,4784,1
1603,1,28733,0,1,0,0,0,0,4650,0
1604,1,26965,0,2,7346,13,0,0,4653,0
1605,3,278437,0,4,50888,26,0,0,4744,0
1606,1,5074,0,1,500,1,0,0,4730,0
1607,1,43338,0,1,1000,4,1000,4,4275,0
1608,8,23551,0,1,2375,12,0,0,4663,1
1609,1,32015,0,1,6000,6,0,0,4574,0
1610,1,65435,0,1,1000,2,500,1,4786,0
1611,1,39079,0,1,3070,5,0,0,4750,0
1612,3,108616,0,4,36476,13,0,0,4644,0
1613,3,80154,0,4,47270,14,0,0,4352,0
1614,8,25563,0,1,303,8,0,0,3511,1
1615,2,18007,0,4,33237,15,0,0,4665,1
1616,3,51752,0,3,25962,20,0,0,4631,0
1617,1,21540,0,1,1188,9,0,0,4791,0
1618,3,233057,0,5,102840,11,0,0,4791,0
1619,3,196079,0,5,56890,21,0,0,4791,0
1620,8,276607,0,1,11430,14,6430,11,4791,1
1621,1,20681,0,1,0,0,0,0,4939,0
1622,2,155278,0,4,27200,16,0,0,4926,1
1623,8,194949,0,1,10121,13,4621,10,4930,1
1624,2,307260,783,4,40533,24,250,1,4791,1
1625,1,105588,0,2,22973,3,0,0,4805,0
1626,3,41366,0,3,27148,15,0,0,4806,0
1627,1,59445,0,1,5500,21,500,2,4843,0
1628,2,130920,2643,4,30299,20,1100,6,4793,1
1629,3,49777,2360,3,12241,12,0,0,4777,0
1630,3,58778,0,4,28325,13,0,0,4919,0
1631,1,38224,0,1,2587,10,0,0,4824,0
1632,2,93700,0,5,58745,14,0,0,4827,1
1633,2,533120,0,5,120983,18,0,0,4827,1
1634,3,34941,0,3,23718,16,0,0,4755,0
1635,3,115197,0,3,17638,24,0,0,4820,0
1636,1,31230,0,1,815,5,815,5,4931,0
1637,2,98604,0,3,17490,15,0,0,4919,1
1638,1,385195,0,1,0,0,0,0,4903,0
1639,2,136104,0,4,68988,51,2069,8,4916,1
